MagpieData mean MendeleevNumber,frac p valence electrons,MagpieData mean NpValence,temperature_K,frac s valence electrons,MagpieData maximum MeltingT,MagpieData mean NpUnfilled,MagpieData range MeltingT,MagpieData avg_dev NUnfilled,MagpieData avg_dev NpValence,dopant_host_charge_mismatch,dopant_host_radius_mismatch,target_value
83.80952380952381,0.2,2.952380952380953,575.0,0.1225806451612903,1234.93,1.9047619047619049,512.2700000000001,0.5170068027210885,1.1247165532879817,0.0,0.0,280.0
81.96,0.1892782789729354,2.7275,300.0,0.121443442054129,1234.93,1.7275,512.2700000000001,0.5674999999999999,1.4046625,0.0,0.2719999999999999,214.9
82.38,0.1885359116022099,2.73,300.0,0.1208563535911602,1234.93,1.77,512.2700000000001,0.53,1.3942,1.0,0.03,300.0
82.125,0.1896551724137931,2.75,500.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,500.0
81.95,0.1867007672634271,2.7375,673.0,0.1193520886615515,1234.93,1.7625,740.9300000000001,0.51875,1.3871875,1.0,0.43,252.554
82.525,0.1851851851851852,2.75,300.0,0.1178451178451178,1234.93,1.75,690.5300000000001,0.5,1.375,0.0,0.2699999999999999,171.99999999999997
85.0,0.142570281124498,2.9583333333333335,300.0,0.0943775100401606,1234.93,2.7916666666666665,634.32,0.986111111111111,1.045138888888889,1.0,0.04,-146.8
82.4375,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,179.99999999999997
82.25,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,250.0
82.41,0.1891238670694864,2.73875,300.0,0.120845921450151,1728.0,1.73875,1005.34,0.4981250000000001,1.389915625,1.0,0.16,227.99999999999997
82.495,0.1896551724137931,2.75,500.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,229.99999999999997
83.17073170731707,0.195,2.853658536585366,300.0,0.1216666666666666,1234.93,1.829268292682927,512.2700000000001,0.5104104699583581,1.2528256989886974,2.0,0.39,250.0
82.2716049382716,0.1917808219178082,2.765432098765432,475.0,0.1232876712328767,1519.0,1.7530864197530864,796.34,0.5883249504648682,1.3656454808718184,1.0,0.0699999999999999,205.0
81.45679012345678,0.1892361111111111,2.691358024691358,575.0,0.125,1519.0,1.6790123456790125,796.34,0.66026520347508,1.4619722603261698,1.0,0.0699999999999999,260.0
83.17073170731707,0.195,2.853658536585366,300.0,0.1216666666666666,1234.93,1.829268292682927,512.2700000000001,0.5104104699583581,1.2528256989886974,0.0,0.0,100.0
82.75333333333333,0.1924476797088262,2.8200000000000003,300.0,0.1251137397634212,1234.93,2.18,740.9300000000001,0.7955555555555556,1.2352,1.0,0.03,78.0
82.375,0.1896551724137931,2.75,500.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,199.99999999999997
82.03999999999999,0.1874569262577532,2.72,500.0,0.1206064782908339,1234.93,1.72,512.2700000000001,0.5244000000000001,1.4144,0.0,0.1079999999999999,350.0
83.93979057591623,0.2010619469026548,2.973821989528796,300.0,0.1228318584070796,1234.93,1.9267015706806283,740.9300000000001,0.5219155176667306,1.0898824045393494,0.0,0.0,100.0
82.4625,0.1892358116267034,2.7425,300.0,0.1207521131619803,1234.93,1.7575,729.8500000000001,0.5112500000000002,1.3823875,1.0,0.07,160.0
82.14,0.1894044321329639,2.735,423.15,0.121191135734072,1234.93,1.735,512.2700000000001,0.5450000000000002,1.39485,0.0,0.2719999999999999,358.0
82.87231384307846,0.1925351895348638,2.806096951524238,200.0,0.12133317331596,1234.93,1.804097951024488,512.2700000000001,0.5156254955980283,1.2999759490569558,0.0,0.0,199.99999999999997
82.5075,0.1882916809311879,2.75,300.0,0.1198219787743923,1234.93,1.75,690.5300000000001,0.5,1.375,0.0,0.2699999999999999,244.0
